"","mz","Pearson","cosine","delta_RT"
"para",1021.10423139797,-0.00784286875993795,0.853716271990162,0.0919999999999845
"para",775.594942585484,0.180882809893684,0.875994664880661,1.79300000000001
"para",843.595560894073,-0.712084265983166,0.808420349869813,1.79300000000001
"para",617.023442258796,0.617223163166337,0.89977929470853,0.754999999999995
"para",223.797796675609,-0.229658406840171,0.798839265114491,1.59999999999991
"para",1279.99518732928,-0.028085078814744,0.861151962782875,1.59999999999991
"para",377.230291807825,0.831303043619243,0.950710280608357,0.754999999999995
"para",833.609963818891,-0.428604417739707,0.774361542267343,0.942999999999984
"para",273.185035269713,0.632126362576319,0.910791194679793,0.331999999999994
"para",245.153952253892,-0.209639501240334,0.810801237401984,0.942999999999984
"para",847.616786497871,0.335470074148053,0.862782685065643,1.178
"para",817.642690166335,0.316302908753348,0.886187780760012,0.331999999999994
"para",437.289801169301,0.611992591088013,0.903910415703158,0.0919999999999845
"para",313.237573167805,0.0912964115766132,0.869025555422398,1.79300000000001
"para",397.225543788485,0.015380105117433,0.856354800084178,2.024
"para",421.225140852023,0.27636120877251,0.883011251823146,0.331999999999994
"para",294.178134879789,0.0363189791700762,0.864771277010646,2.024
"para",409.234931544597,-0.0934147970817495,0.855503917797712,0.942999999999984
"para",374.269264622874,-0.16991594991211,0.481276212734074,1.59999999999991
"para",191.107222653189,0.346132989947081,0.888652885052322,0.754999999999995
"para",793.579944539156,-0.0745412178960754,0.852645719016852,1.79300000000001
"para",615.026774351798,-0.123745277145336,0.836052485995082,1.59999999999991
"para",267.195774509392,-0.284545257290995,0.638737152408081,2.024
"para",835.587329225314,0.107011682156828,0.863070325642721,0.331999999999994
"para",337.237646419088,0.0511574551872208,0.761989379299554,0.754999999999995
"para",866.985986873418,0.718457522875248,0.940150796214203,0.754999999999995
"para",326.241143326594,0.787666871796547,0.952900529030238,0.754999999999995
"para",541.993228284257,-0.0086227263927609,0.569667008982313,2.024
"para",339.253318821117,0.00629857515930184,0.850726773400088,0.518000000000029
"para",519.073154456234,0.637313411505689,0.918320339736389,0.754999999999995
"para",220.146252149926,0.649487374119036,0.911854587698639,0.754999999999995
"para",416.373511881187,-0.176059543151179,0.81501948652424,2.024
"para",616.979743533432,0.525980885189973,0.907929055690086,0.754999999999995
"para",333.243079774657,0.61459976227059,0.9158201047536,0.754999999999995
"para",417.209723256306,0.327948336768076,0.881487030206714,0.0919999999999845
"para",448.314128035469,-0.418246610732545,0.461592796509299,1.36900000000003
"para",491.014027141468,0.356313130538805,0.889268401716163,1.178
"para",341.211053556309,0.600962990753939,0.91452871234529,0.331999999999994
