,mz,mzmin,mzmax,rt,rtmin,rtmax,into,intb,maxo,sn,sample,KM,NKM,KMD,AKMD
CP0505,174.9681158,174.9679922,174.9682256,65.7332,61.3726,72.2257,2990741.788,2547655.545,525743.5,35,1,174.9793145,175,0.020685487,1.020685487
CP8581,174.9681643,174.9681526,174.9681872,688.569,687.249,690.759,1169192.235,1169189.227,658611.875,658611,1,174.979363,175,0.020636986,1.020636986
CP0543,174.9827427,174.9827295,174.9827523,125.775,124.377,127.175,48278.46534,48276.13368,26814.30664,26813,1,174.9939424,175,0.006057638,1.006057638
CP0578,174.9869215,174.986868,174.9869589,144.838,142.517,147.16,361984.9186,361980.7399,186498.3438,186497,1,174.9981214,175,0.001878593,1.001878593
CP0520,175.0164424,175.0164336,175.0164545,108.07,107.137,109.47,54961.05732,54959.19092,39162.65625,39162,1,175.0276442,175,-0.027644168,0.972355832
CP0500,175.0261576,175.0261015,175.0261837,95.9443,94.0798,97.8082,172769.0314,172765.769,98452.97656,98452,1,175.03736,175,-0.037359956,0.962640044
CP5121,175.1489411,175.1489093,175.149038,567.883,565.324,570.009,960754.6071,960750.348,340183.9688,340183,1,175.1601513,175,-0.160151309,0.839848691
CP4387,175.1489434,175.1488981,175.1490365,519.939,517.248,524.402,2595829.85,2577114.123,1139519.25,74,1,175.1601536,175,-0.1601536,0.8398464
CP0392,175.9521765,175.9521219,175.9528425,64.3591,61.3726,68.9751,1118839.112,966914.0517,337024.875,24,1,175.9634381,176,0.036561856,1.036561856
CP3642,175.9622878,175.9622506,175.9625051,63.8987,61.3726,69.4389,4319370.764,3499735.271,1221293.5,19,1,175.9735501,176,0.026449941,1.026449941
CP0501,176.0185389,176.0183895,176.0187433,95.9443,94.0798,97.8082,153266.694,153263.4316,64393.92969,64393,1,176.0298048,176,-0.029804801,0.970195199
CP1009,176.1078127,176.1078073,176.1078162,197.304,195.912,198.232,49214.22978,49212.37378,29757.69922,29757,1,176.1190843,176,-0.119084282,0.880915718
CP4365,176.152332,176.1520329,176.1523888,519.939,518.15,523.067,315497.4245,314049.6971,123452.5859,28,1,176.1636065,176,-0.163606483,0.836393517
CP0488,176.9498346,176.949768,176.950027,63.8987,61.3726,70.8312,1733084.146,1412451.025,378870.5938,27,1,176.9611601,177,0.038839924,1.038839924
CP3606,176.9600322,176.9599714,176.9602533,64.8168,61.3726,71.2956,8953384.292,7849568.254,2442401.25,33,1,176.9713583,177,0.028641663,1.028641663
CP5053,176.9600721,176.96005,176.9600875,565.748,564.045,567.883,265426.2285,258646.5375,135287.2188,10,1,176.9713983,177,0.028601744,1.028601744
CP0796,177.0414609,177.0413597,177.0417162,183.862,182.468,184.792,41053.38011,41051.52091,26861.13281,26860,1,177.0527923,177,-0.052792251,0.947207749
CP2626,177.1283731,177.1283495,177.1283979,314.539,310.371,319.174,654615.6122,634908.1188,225872.8281,24,1,177.1397101,177,-0.139710071,0.860289929
CP5122,177.1644691,177.1644465,177.1645044,567.455,563.192,570.009,1540210.059,1489651.766,398739.25,13,1,177.1758083,177,-0.175808312,0.824191688
CP7752,177.1644703,177.1644682,177.1644736,667.661,666.411,668.912,1934265.61,1934263.526,1114392.5,1114392,1,177.1758096,177,-0.175809557,0.824190443
CP1487,177.9028943,177.902883,177.902904,221.859,220.005,223.253,86109.39912,86106.61512,37963.82422,37963,1,177.9142809,178,0.08571915,1.08571915
CP0797,177.9577307,177.9575722,177.9579438,64.3591,61.3726,69.9022,1759510.507,1383864.281,442506.1563,20,1,177.9691207,178,0.030879312,1.030879312
CP3624,177.9678116,177.9677103,177.9682882,63.8987,61.3726,68.9751,12002929.31,10363428.52,3259423.75,51,1,177.9792023,178,0.020797683,1.020797683
CP0593,178.014431,178.0144279,178.0144331,153.665,152.272,154.594,40857.50474,40855.64714,30158.66602,30158,1,178.0258246,178,-0.025824613,0.974175387
CP3801,178.0950298,178.0950276,178.0950308,485.518,484.16,486.385,192941.8519,192940.0719,165992.2188,165991,1,178.1064286,178,-0.106428568,0.893571432
CP2597,178.0997482,178.0993071,178.1000285,312.688,307.59,315.466,153888.517,150283.1212,57046.27344,13,1,178.1111473,178,-0.111147331,0.888852669
CP2456,178.1235613,178.123554,178.1235718,295.533,293.215,298.317,235473.0907,226755.2827,94415.55469,11,1,178.134962,178,-0.134961967,0.865038033
CP2809,178.1235644,178.1235583,178.1235696,339.106,328.915,340.959,221751.5332,219587.9292,91315.32031,25,1,178.134965,178,-0.134965004,0.865034996
CP1213,178.9653558,178.9653519,178.9653575,211.214,209.823,212.144,59280.80878,59278.95198,44739.30859,44738,1,178.9768103,179,0.023189726,1.023189726
CP0114,178.9654121,178.9653374,178.9659299,63.4358,61.3726,65.2737,206116.8957,201486.0715,105105.2969,20,1,178.9768666,179,0.023133387,1.023133387
CP0150,178.9712525,178.9710916,178.971604,63.8987,61.3726,68.9751,500517.4091,472774.5249,214079.4063,19,1,178.9827074,179,0.017292577,1.017292577
CP0821,179.013869,179.0138348,179.0139093,66.1949,61.3726,70.3662,5194699.01,5013056.579,1175386.75,70,1,179.0253266,179,-0.025326593,0.974673407
CP1287,179.0347286,179.0346987,179.0347771,175.501,169.461,181.075,2529862.749,2193851.927,756178.125,20,1,179.0461875,179,-0.04618752,0.95381248
CP0718,179.0379625,179.0379577,179.0379676,172.713,171.783,174.106,84542.17128,84540.31288,79934.10156,79933,1,179.0494216,179,-0.049421616,0.950578384
CP0647,179.0380486,179.037955,179.0383258,159.704,158.31,160.633,69544.63918,69542.78078,56154.35547,56153,1,179.0495078,179,-0.049507799,0.950492201
CP1172,179.0381075,179.0379631,179.0383221,205.182,203.329,208.431,458494.0564,458489.4182,188367.9063,188367,1,179.0495666,179,-0.049566645,0.950433355
CP1010,179.0746003,179.0742789,179.0746519,194.52,192.202,198.232,861949.122,861943.5558,476405.2188,476404,1,179.0860618,179,-0.086061781,0.913938219
CP5885,179.1073696,179.1073497,179.107394,601.995,597.734,604.962,2516250.088,2516242.434,532398.875,532398,1,179.1188332,179,-0.11883318,0.88116682
CP5886,179.1073707,179.1073173,179.1074174,593.457,587.029,598.162,3488634.297,3488623.164,591990.375,591989,1,179.1188343,179,-0.118834257,0.881165743
CP5887,179.1073762,179.107369,179.1073901,606.662,604.962,612.576,2357788.312,2357780.698,501598.9375,500946,1,179.1188398,179,-0.118839792,0.881160208
CP3607,179.1075071,179.1073549,179.1077514,337.25,332.159,342.349,8519911.991,7813392.386,1640090,36,1,179.1189708,179,-0.118970758,0.881029242
CP1407,179.143773,179.1437083,179.1440728,218.153,216.771,220.005,248830.8341,246977.5176,127868.8594,34,1,179.155239,179,-0.155238951,0.844761049
CP3043,179.1440833,179.1440757,179.1440899,373.393,367.83,374.783,107752.3068,105203.3916,54918.87891,13,1,179.1555492,179,-0.15554921,0.84445079
CP0642,179.8822622,179.8819111,179.8823161,157.846,155.523,161.098,770617.1774,763911.042,395004.5938,69,1,179.8937754,180,0.106224597,0.106224597
CP0579,179.8823148,179.8822673,179.8826318,145.302,143.91,147.16,123426.3427,123423.557,80276.23438,80275,1,179.893828,180,0.106171992,0.106171992
CP8265,179.9886473,179.9884302,179.9888251,673.491,671.409,681.553,30868511.51,29574773.62,5506044,38,1,180.0001673,180,-0.000167278,0.999832722
CP8262,179.9887572,179.9887257,179.9888454,664.747,659.365,670.578,76230789.36,74807070.03,8338003.5,57,1,180.0002772,180,-0.000277207,0.999722793
CP8263,179.9887673,179.9884666,179.988866,646.543,646.13,655.651,68202026.85,66985632.87,8683506,55,1,180.0002873,180,-0.000287302,0.999712698
CP8264,179.9887858,179.9887329,179.9888222,654.412,650.682,659.365,62615197.95,61501463.95,8683506,60,1,180.0003058,180,-0.000305795,0.999694205
CP8266,179.9888035,179.9884422,179.988866,638.242,632.399,641.961,38443793.17,37222161.07,6183979,42,1,180.0003235,180,-0.000323483,0.999676517
CP0425,179.9935366,179.9934747,179.993833,74.0836,72.6898,75.9444,83983.36929,83980.57963,38191.64453,38191,1,180.0050569,180,-0.005056898,0.994943102
CP0622,180.0299836,180.029735,180.030109,156.453,152.272,160.633,997959.5793,869650.9856,458754.2188,27,1,180.0415063,180,-0.041506297,0.958493703
CP0053,180.0334041,180.0333428,180.0335806,63.4358,61.3726,64.8168,464949.8541,461913.0798,293929.7813,63,1,180.044927,180,-0.044926981,0.955073019
CP0737,180.0380795,180.0380738,180.0380864,175.501,173.642,176.896,133802.0558,133799.2667,90369.28125,90368,1,180.0496027,180,-0.049602682,0.950397318
CP1910,180.1026384,180.1026207,180.1026661,246.885,242.717,250.126,1856559.023,1795634.713,809999.375,39,1,180.1141657,180,-0.114165687,0.885834313
CP2820,180.1109652,180.1109052,180.1110664,337.25,332.159,342.349,1061701.32,1031259.469,256811.2969,28,1,180.122493,180,-0.122493015,0.877506985
CP0456,180.8902046,180.8902017,180.8902099,82.9146,81.9849,84.3072,53367.77572,53365.91788,46525.97266,46525,1,180.9017823,181,0.098217675,1.098217675
CP0630,180.8902146,180.8902101,180.8902201,158.31,156.917,159.239,66195.57872,66193.72112,43039.73047,43039,1,180.9017923,181,0.098207668,1.098207668
CP0115,180.942426,180.9424171,180.9424446,63.8987,62.5132,65.2737,234299.7253,231018.3881,127915.0234,20,1,180.954007,181,0.045992974,1.045992974
CP3708,180.9892014,180.9891635,180.9892295,203.329,187.557,218.153,18055857.9,11075504.74,1413630,25,1,181.0007855,181,-0.000785476,0.999214524
CP0802,181.0096529,181.0095699,181.0096927,66.6573,62.0773,73.1539,5711467.973,5477734.894,1029935.125,47,1,181.0212383,181,-0.0212383,0.9787617
CP0522,181.0139472,181.0136867,181.0140717,107.137,102.47,110.867,441719.8899,414215.3934,105381.6328,12,1,181.0255329,181,-0.025532871,0.974467129
CP0716,181.0140014,181.0136966,181.014061,171.318,169.461,175.036,288520.1176,269125.8961,118769.7109,11,1,181.0255871,181,-0.025587056,0.974412944
CP0474,181.0173367,181.0173141,181.0173659,83.842,79.1972,88.028,8048285.298,8042195.995,3450307.75,931,1,181.0289226,181,-0.028922567,0.971077433
CP0610,181.0331448,181.0330565,181.0334286,156.453,155.058,157.846,75071.40237,75069.07903,45027.04297,45026,1,181.0447316,181,-0.04473164,0.95526836
CP0587,181.0502515,181.0502179,181.0503141,116.923,112.265,121.581,1385775.075,920179.7668,314916.1563,11,1,181.0618394,181,-0.061839428,0.938160572
CP1288,181.0503635,181.0502205,181.0506241,209.823,205.646,214.001,2070419.623,1802481.76,876884.25,40,1,181.0619515,181,-0.061951483,0.938048517
CP1011,181.0538896,181.0537831,181.0539441,196.377,194.52,198.232,807343.8869,803702.5086,455054.3438,72,1,181.0654778,181,-0.065477774,0.934522226
CP3230,181.0868155,181.0867135,181.0869422,229.739,223.716,234.839,1986263.301,1074368.239,472714.6875,15,1,181.0984058,181,-0.098405792,0.901594208
CP3400,181.1019473,181.1018166,181.1021815,453.569,450.324,454.958,100476.295,99903.20877,46743.53906,20,1,181.1135385,181,-0.113538525,0.886461475
CP3089,181.1020634,181.1018122,181.1021848,380.814,377.102,382.669,118311.0991,117707.8883,52521.14844,29,1,181.1136546,181,-0.113654637,0.886345363
CP1886,181.1061092,181.1058372,181.1062081,246.422,245.032,248.274,138618.6264,138615.8475,70140.89844,70140,1,181.1177007,181,-0.117700719,0.882299281
CP5343,181.1230512,181.1230027,181.1231105,579.391,568.312,588.745,13101512.51,12657982.17,5088947,36,1,181.1346438,181,-0.134643818,0.865356182
CP0499,181.9913227,181.9912308,181.9913768,94.0798,91.2849,97.3422,420943.2533,420937.6619,155732.125,155731,1,182.0029709,182,-0.002970915,0.997029085
CP0344,182.0092142,182.0090258,182.0094099,67.12,65.7332,68.9751,227682.7174,225544.5299,144685.7969,39,1,182.0208636,182,-0.02086357,0.97913643
CP0464,182.0208073,182.0204722,182.0208443,83.842,81.0553,86.168,401313.7519,401309.104,209623.8906,209623,1,182.0324573,182,-0.032457329,0.967542671
CP0386,182.0455827,182.0454969,182.045653,67.12,65.2737,71.7599,594104.6038,533147.4187,247230.6094,16,1,182.0572344,182,-0.057234365,0.942765635
CP0535,182.0536475,182.0536412,182.0536629,116.457,115.06,121.116,72007.26893,71042.67074,29069.51172,12,1,182.0652997,182,-0.065299685,0.934700315
CP1198,182.053704,182.053637,182.0540193,209.359,208.431,211.214,131671.5508,131669.2317,114633.5547,114633,1,182.0653561,182,-0.065356145,0.934643855
CP0997,182.05713,182.05697,182.0573307,195.912,194.985,197.304,47321.97418,47320.11898,29949.6875,29949,1,182.0687825,182,-0.068782451,0.931217549
CP1518,182.0643079,182.0642598,182.0643291,222.789,220.933,224.642,281255.7474,281252.502,174264.0156,174263,1,182.0759608,182,-0.075960752,0.924039248
CP1262,182.0820545,182.0820226,182.0820981,214.464,210.287,215.851,234924.9504,232146.8244,145189.3281,25,1,182.0937085,182,-0.093708528,0.906291472
CP0963,182.1185377,182.118534,182.1185475,193.13,191.738,194.985,71983.35362,71980.57048,36649.96484,36649,1,182.130194,182,-0.130193993,0.869806007
CP5326,182.1263618,182.1262845,182.1266404,579.817,577.693,581.52,1367386.874,1367383.472,665366.75,665366,1,182.1380186,182,-0.138018608,0.861981392
CP1318,183.0044393,183.0044016,183.0044687,206.11,197.768,211.679,3656268.389,2952115.831,444264.3125,16,1,183.0161524,183,-0.016152374,0.983847626
CP1317,183.0052125,183.0051497,183.0052507,67.12,62.5132,73.6196,5117763.877,4574971.609,792901.25,30,1,183.0169256,183,-0.01692559,0.98307441
CP0461,183.013083,183.0129771,183.0133445,83.842,81.52,85.7027,299677.3913,299673.6734,140148.125,140147,1,183.0247966,183,-0.024796636,0.975203364
CP0457,183.0215356,183.0215157,183.021544,83.842,81.9849,85.7027,86154.07796,85567.67343,43450.14844,20,1,183.0332497,183,-0.033249692,0.966750308
CP3625,183.1023124,183.1021863,183.1025875,218.614,212.607,224.179,5688786.854,3670302.365,1121571.125,12,1,183.1140317,183,-0.114031659,0.885968341
CP4555,183.1386595,183.1385886,183.1386944,516.794,513.206,522.169,2845816.099,2319880.26,598549.875,11,1,183.1503812,183,-0.150381152,0.849618848
CP0527,184.0249187,184.024898,184.0249337,113.199,112.265,114.596,54499.90453,54498.03973,40225.02344,40224,1,184.0366971,184,-0.036697053,0.963302947
CP1134,184.0976454,184.0976054,184.097667,204.719,202.865,208.896,368281.7374,363407.2514,202052,36,1,184.1094284,184,-0.109428424,0.890571576
CP1513,184.1339909,184.1339778,184.1340375,221.396,218.614,226.498,334613.3077,324685.3986,101187.2578,15,1,184.1457762,184,-0.145776245,0.854223755
CP2276,184.1703799,184.1703715,184.1703859,278.847,277.457,280.238,83631.14995,83628.83245,55647.71484,55647,1,184.1821676,184,-0.182167569,0.817832431
CP4693,185.0547071,185.0546912,185.05472,543.898,542.159,544.759,283864.3878,283862.2211,227364.3125,227363,1,185.0665514,185,-0.066551357,0.933448643
CP0054,185.0604082,185.0603437,185.0609815,62.9753,61.3726,64.8168,244183.4613,228379.2672,151827.8438,13,1,185.0722528,185,-0.072252806,0.927747194
CP3591,185.0815771,185.0815082,185.0819151,184.327,179.683,192.202,3825478.081,2755298.696,778928,12,1,185.0934231,185,-0.093423076,0.906576924
CP3590,185.081794,185.0815019,185.0819236,196.84,192.202,201.011,4020787.509,3256431.509,1260372.375,20,1,185.09364,185,-0.093639964,0.906360036
CP6178,185.1544467,185.1541455,185.1545531,570.861,566.6,574.7,9112206.308,7233744.249,2671782.5,17,1,185.1662974,185,-0.166297388,0.833702612
CP6179,185.1545084,185.1541878,185.1545649,561.504,555.373,566.174,8914417.519,6679054.496,2236734,14,1,185.166359,185,-0.16635903,0.83364097
CP3750,186.1575459,186.1575414,186.1575559,482.309,480.921,483.236,80616.87635,80615.02435,59781.03516,59780,1,186.1694607,186,-0.169460705,0.830539295
CP0670,187.0066898,187.0066565,187.0067242,162.026,160.633,163.883,187207.7405,187204.9548,116507.9063,116507,1,187.018659,187,-0.018658993,0.981341007
CP0763,187.006726,187.0067027,187.0067757,178.291,175.966,182.004,3692729.625,3686760.958,1846117.875,279,1,187.0186952,187,-0.018695242,0.981304758
CP2369,187.0973318,187.0970929,187.0974183,218.614,214.464,223.253,1281075.067,713592.0194,392616.9063,14,1,187.1093068,187,-0.109306819,0.890693181
CP1289,187.0973424,187.0973016,187.0973596,200.086,195.912,204.719,7198841.333,6868214.231,2752925.75,84,1,187.1093174,187,-0.10931739,0.89068261
CP3740,187.112446,187.1123104,187.1126951,481.383,479.538,483.236,185055.0903,181688.6734,114480.1016,16,1,187.1244219,187,-0.124421943,0.875578057
CP3489,187.1126829,187.112598,187.1127737,464.238,460.977,466.554,486749.3225,486744.2102,198878,198877,1,187.1246589,187,-0.124658871,0.875341129
CP3564,187.1338335,187.1338093,187.133911,316.855,312.688,321.494,4248407.042,3694135.972,1325914.25,26,1,187.1458108,187,-0.145810839,0.854189161
CP8582,187.8843082,187.8841202,187.8845256,688.569,686.806,690.759,2044657.302,2044653.843,772556.6875,772556,1,187.8963336,188,0.1036664,0.1036664
CP0760,188.0102031,188.0101435,188.0102481,178.756,176.431,180.611,316739.8656,316736.15,174242.0469,174241,1,188.0222365,188,-0.02223654,0.97776346
CP0575,188.0384177,188.0383296,188.0384453,144.373,142.517,146.23,304489.3839,304486.135,184865.0469,184864,1,188.0504529,188,-0.050452937,0.949547063
CP1082,188.100778,188.100666,188.1008817,200.086,196.377,203.329,640063.3123,635340.5718,265257.625,52,1,188.1128173,188,-0.112817264,0.887182736
CP1681,188.1111752,188.1110891,188.1112162,232.984,231.593,236.694,235844.6625,235088.4766,118110.5391,39,1,188.1232151,188,-0.123215106,0.876784894
CP2659,188.137155,188.1367837,188.1371815,317.318,313.615,321.958,436907.3637,405870.4324,126658.1953,12,1,188.1491965,188,-0.149196539,0.850803461
CP0550,188.8791391,188.8790392,188.8796914,63.8987,61.3726,68.9751,1233181.844,914171.123,467355.3125,27,1,188.8912282,189,0.108771846,0.108771846
CP1096,188.9512551,188.9511743,188.9515659,194.985,187.094,200.548,2438311.102,2321578.45,333870.5,22,1,188.9633487,189,0.036651295,1.036651295
CP0803,188.985749,188.9850901,188.9859946,67.5839,63.8987,73.1539,1711746.633,1442203.799,516772.9063,24,1,188.9978448,189,0.002155175,1.002155175
CP0465,188.9956255,188.9956092,188.9956384,84.3072,82.9146,86.168,104688.2111,104685.4225,61750.21875,61749,1,189.007722,189,-0.007722032,0.992277968
CP0751,189.0026562,189.0026507,189.0026634,178.291,176.896,179.683,125124.2375,125121.915,76198.46094,76197,1,189.0147531,189,-0.014753113,0.985246887
CP0599,189.019036,189.0190353,189.0190367,155.523,154.594,156.917,69701.6758,69699.8174,43722.8125,43722,1,189.031134,189,-0.031133983,0.968866017
CP0675,189.0321056,189.0319454,189.0323054,163.883,162.026,165.278,224427.044,224424.2565,129286.7656,129286,1,189.0442044,189,-0.044204405,0.955795595
CP1488,189.0553008,189.0552884,189.0553106,221.859,220.469,223.253,78065.05197,78062.73197,44889.14453,44888,1,189.0674011,189,-0.067401072,0.932598928
CP0922,189.0588273,189.0588131,189.0588515,188.951,187.094,191.738,497816.5505,497812.3709,234603.4219,234602,1,189.0709278,189,-0.070927834,0.929072166
CP1022,189.113054,189.1129487,189.1130802,195.912,190.345,198.697,510767.3104,506101.7467,200169.4063,43,1,189.125158,189,-0.125158025,0.874841975
