,mz,mzmin,mzmax,rt,rtmin,rtmax,into,intb,maxo,sn,sample,KM,NKM,KMD,AKMD
CP4111,368.2516306,368.2514207,368.251691,508.008,496.679,517.701,552047.6439,529340.6826,158207.3125,11,1,368.2752002,368,-0.275200177,0.724799823
CP5253,368.279982,368.2792083,368.2803437,573.845,568.738,577.693,6686777.329,6358700.421,1764940.25,21,1,368.3035534,368,-0.303553435,0.696446565
CP7037,368.280275,368.2801279,368.2803469,648.614,646.543,652.753,3701932.854,3637671.082,1272313.625,19,1,368.3038464,368,-0.303846448,0.696153552
CP6709,368.3073044,368.3067819,368.3078965,637.414,634.913,641.134,6526964.216,6493000.567,2387467.25,50,1,368.3308776,368,-0.330877581,0.669122419
CP8242,368.3163328,368.316132,368.3164461,680.683,676.418,684.607,3094367.793,3028391.199,1144616.25,19,1,368.3399066,368,-0.339906588,0.660093412
CP1014,368.8855895,368.8846107,368.8856843,195.912,191.273,199.159,190925.3068,189897.0192,50420.67969,23,1,368.9091997,369,0.090800303,1.090800303
CP2771,368.8972236,368.8963212,368.8974035,334.01,332.159,335.4,123859.3618,123856.5838,82610.15625,82609,1,368.9208345,369,0.079165493,1.079165493
CP0503,368.9262198,368.9260782,368.9273527,63.8987,62.0773,71.2956,5234474.162,4966893.898,3117844,259,1,368.9498326,369,0.050167424,1.050167424
CP2644,368.9624417,368.9621754,368.9628061,313.615,308.982,318.247,26551349.4,26543229.74,9145804.5,1937,1,368.9860568,369,0.01394316,1.01394316
CP2459,368.9760294,368.9759918,368.9761208,287.655,283.483,292.288,54673895.12,54602826.62,20399466,1031,1,368.9996454,369,0.000354629,1.000354629
CP4594,368.9760684,368.9760003,368.976128,536.476,535.152,537.803,238329.3304,238327.1212,148907.5156,148907,1,368.9996844,369,0.000315576,1.000315576
CP5016,368.9760981,368.9760202,368.9761631,563.618,562.348,564.899,669214.9375,669212.8116,433052.1563,433051,1,368.9997141,369,0.000285888,1.000285888
CP3985,368.9761598,368.9760859,368.9771362,499.828,497.576,501.599,522447.9881,522444.4121,221994.3594,221993,1,368.9997758,369,0.000224213,1.000224213
CP0974,368.9901654,368.989895,368.9909833,194.056,193.13,195.448,66508.98411,66507.12971,55244.05859,55243,1,369.0137823,369,-0.013782264,0.986217736
CP2893,369.0067835,369.00586,369.0069311,350.225,347.908,352.078,194482.326,194478.6193,87855.23438,87854,1,369.0304014,369,-0.030401421,0.969598579
CP0855,369.0388656,369.0388445,369.038872,186.171,185.255,187.557,109775.2222,109773.3806,96855.1875,96854,1,369.0624856,369,-0.06248556,0.93751444
CP1918,369.0558727,369.055863,369.0558832,249.2,247.811,250.589,93803.41748,93801.10248,69155.85156,69155,1,369.0794938,369,-0.079493796,0.920506204
CP3134,369.1163797,369.1154817,369.1165426,390.088,388.697,391.478,90130.56783,88865.13385,54080.52344,12,1,369.1400047,369,-0.140004676,0.859995324
CP2162,369.1335509,369.1335424,369.1335669,267.73,266.338,269.119,143534.1615,143531.844,96005.97656,96005,1,369.1571769,369,-0.15717692,0.84282308
CP5432,369.1367025,369.136484,369.1368515,572.989,570.009,579.817,3816941.661,3784434.897,711707.25,34,1,369.1603288,369,-0.16032879,0.83967121
CP5431,369.1367997,369.1367195,369.1370295,583.656,578.967,589.603,3432700.085,3401679.194,1098949.375,52,1,369.1604259,369,-0.160425923,0.839574077
CP4020,369.136811,369.1366347,369.1370165,499.378,495.773,503.866,2021743.244,1820789.526,682156.375,11,1,369.1604372,369,-0.160437226,0.839562774
CP3532,369.1737268,369.1729551,369.1740074,469.799,468.872,471.188,76916.26165,76914.40885,54674.24609,54673,1,369.1973554,369,-0.197355417,0.802644583
CP2352,369.1737643,369.1733295,369.1740698,243.643,239.009,248.274,2845052.774,2699651.081,852458.4063,39,1,369.197393,369,-0.197392966,0.802607034
CP2353,369.1738215,369.1729308,369.1740897,271.433,266.801,275.605,2191192.704,2052679.503,1079456.438,49,1,369.1974501,369,-0.197450117,0.802549883
CP3425,369.2100714,369.2091645,369.2102311,456.81,454.958,460.051,191189.5082,190462.2054,71211.14063,33,1,369.2337024,369,-0.233702397,0.766297603
CP4112,369.2100945,369.2095687,369.2102376,504.786,500.275,509.364,11851714.87,11769889.08,4351557.5,194,1,369.2337255,369,-0.233725504,0.766274496
CP2280,369.2183942,369.2176696,369.2187357,277.921,275.605,280.238,231458.8245,228812.3459,94407.4375,26,1,369.2420257,369,-0.242025657,0.757974343
CP4601,369.2274659,369.2271504,369.2277913,532.067,525.279,536.919,5864407.076,5345220.913,1521205,26,1,369.2510979,369,-0.251097942,0.748902058
CP2976,369.2275064,369.2269569,369.2285556,356.708,346.981,363.195,2928483.637,2545939.578,601629.3438,29,1,369.2511385,369,-0.251138458,0.748861542
CP2784,369.2277343,369.226993,369.228378,298.781,290.895,306.2,3510498.866,2870731.289,782286.0313,30,1,369.2513663,369,-0.251366339,0.748633661
CP2785,369.2278702,369.2272624,369.2282945,326.13,321.494,330.767,2625312.665,2230279.576,843370.9063,33,1,369.2515023,369,-0.251502275,0.748497725
CP4858,369.2635737,369.2632641,369.2639947,540.86,537.361,544.759,8804327.281,8569916.066,5248860,94,1,369.287208,369,-0.287208044,0.712791956
CP4860,369.2640069,369.2633893,369.2645665,514.978,512.778,519.048,1864896.219,1677263.74,585563.375,10,1,369.2876413,369,-0.287641279,0.712358721
CP5618,369.2640925,369.2634159,369.2648034,590.461,586.602,596.452,18541523.82,15650692.43,7481403.25,47,1,369.2877269,369,-0.287726866,0.712273134
CP4859,369.2642977,369.2634735,369.2645316,523.96,519.048,527.477,6212703.389,5947186.028,2631183.5,47,1,369.2879322,369,-0.287932153,0.712067847
CP1903,369.275108,369.27482,369.2753355,246.422,242.717,251.052,612008.0407,607589.952,246845.625,46,1,369.2987432,369,-0.298743161,0.701256839
CP5221,369.2831121,369.2825746,369.2836977,573.845,570.435,575.984,1060729.739,1056929.456,397927.2813,44,1,369.3067478,369,-0.30674778,0.69325222
CP6114,369.3004892,369.3001313,369.3007291,614.267,609.198,619.349,9715668.483,8603846.444,3182884.125,20,1,369.3241259,369,-0.324125932,0.675874068
CP0532,369.9141823,369.9128846,369.9150058,66.1949,64.3591,70.8312,1028356.87,825291.0835,305217.4688,13,1,369.9378583,370,0.062141712,1.062141712
CP3582,369.9245876,369.9241233,369.9260701,63.8987,61.3726,69.9022,38502769.21,37865200.55,19908302,338,1,369.9482643,370,0.051735747,1.051735747
CP2423,369.9661779,369.9652118,369.9662872,290.895,289.042,293.215,321548.4973,321544.788,135483.9531,135483,1,369.9898572,370,0.010142761,1.010142761
CP2634,369.9662238,369.9650776,369.9665401,314.076,310.371,317.782,2745424.272,2745417.324,1029345.313,1029344,1,369.9899031,370,0.010096876,1.010096876
CP2401,369.9791798,369.9789903,369.9801297,287.655,284.875,291.358,3814566.701,3814560.681,1383078.875,1383078,1,370.00286,370,-0.002860017,0.997139983
CP2414,370.1322963,370.1318478,370.1329428,291.358,289.968,292.751,118226.0127,118223.6935,75957.11719,75956,1,370.1559863,370,-0.155986328,0.844013672
CP3977,370.1402854,370.1394025,370.1405027,499.378,498.023,500.718,272903.0762,272900.8303,185316.3906,185315,1,370.1639759,370,-0.163975879,0.836024121
CP2078,370.1691937,370.1681993,370.1697154,259.85,257.996,261.703,307654.193,307650.9494,156464.625,156464,1,370.192886,370,-0.192886001,0.807113999
CP2209,370.1767841,370.1767487,370.1768347,271.433,267.265,275.142,392691.8484,359914.8739,165671.7188,11,1,370.2004769,370,-0.200476885,0.799523115
CP3158,370.2050187,370.2045159,370.2056422,395.184,391.014,398.427,602424.7367,593484.6957,310213.9688,44,1,370.2287133,370,-0.228713294,0.771286706
CP4088,370.213298,370.2130669,370.2136421,504.786,501.157,508.466,2878275.51,2878268.658,1758503,1758502,1,370.2369932,370,-0.236993187,0.763006813
CP4562,370.2313076,370.2312354,370.2313591,532.519,526.152,535.152,914112.5203,905606.1149,242136.9063,29,1,370.2550039,370,-0.255003891,0.744996109
CP4674,370.2675024,370.2666149,370.2677643,540.86,536.919,543.465,1738362.361,1537627.531,614684.9375,11,1,370.2912011,370,-0.291201079,0.708798921
CP1867,370.2783352,370.2783133,370.2783443,245.958,244.569,246.885,86816.19002,86814.33722,70320.00781,70319,1,370.3020345,370,-0.302034532,0.697965468
CP6187,370.2955485,370.2953572,370.2959992,618.925,615.114,623.148,14150439.48,14078377.02,4301509.5,84,1,370.3192489,370,-0.3192489,0.6807511
CP5972,370.3039079,370.3029824,370.3040185,613.845,610.883,615.537,1169345.431,1158406.214,527504.8125,23,1,370.3276088,370,-0.327608836,0.672391164
CP5985,370.3320752,370.3316284,370.3323729,610.041,603.689,615.962,24525405.41,24504205.96,7340395.25,385,1,370.355778,370,-0.355777967,0.644222033
CP3638,370.9218752,370.9218015,370.9219692,63.8987,62.0773,68.511,72386026.81,71120126.66,30661834,312,1,370.9456157,371,0.054384267,1.054384267
CP2616,370.9583391,370.9582939,370.9584272,313.615,310.835,316.392,814370.9841,814365.8902,327566.1875,327565,1,370.982082,371,0.017918038,1.017918038
CP2371,370.9830047,370.9829933,370.9830176,287.655,285.801,289.042,180965.9048,180963.1268,103796.0234,103795,1,371.0067492,371,-0.006749157,0.993250843
CP2044,371.0641726,371.0633127,371.0646819,258.923,257.07,261.24,374103.4878,374100.2445,199631.0469,199630,1,371.0879222,371,-0.087922187,0.912077813
CP0835,371.1052986,371.1052925,371.1053052,185.717,184.792,187.094,114887.4696,114885.628,83186.08594,83185,1,371.1290509,371,-0.129050859,0.870949141
CP3449,371.1319806,371.1310101,371.1321144,455.422,450.324,460.051,847276.551,726934.419,240682.7656,10,1,371.1557346,371,-0.155734604,0.844265396
CP2016,371.1504044,371.15018,371.1514204,256.608,254.757,258.459,241298.8283,238551.8572,126071.9688,22,1,371.1741596,371,-0.174159587,0.825840413
CP2245,371.1890838,371.1888857,371.1895611,257.996,251.977,264.02,3207436.081,2722355.76,928370.3125,43,1,371.2128414,371,-0.212841391,0.787158609
CP4059,371.2060479,371.2050558,371.2064121,504.786,501.599,507.089,571817.5015,571812.469,218842.3438,218841,1,371.2298066,371,-0.229806604,0.770193396
CP4042,371.2164139,371.2157947,371.2168861,504.786,503.405,506.165,162251.2665,162248.9665,107598.9609,107598,1,371.2401733,371,-0.240173316,0.759826684
CP5363,371.2951438,371.2942971,371.2953425,580.669,577.693,584.073,9927125.238,9880562.382,4602955,96,1,371.3189082,371,-0.318908232,0.681091768
CP6098,371.2990565,371.2984301,371.2995375,618.502,615.962,621.883,2865378.256,2847844.566,1143554.125,38,1,371.3228211,371,-0.322821112,0.677178888
CP4663,371.3274901,371.3274231,371.3275272,541.29,540.429,542.596,170509.9887,168137.3784,139182.0156,13,1,371.3512566,371,-0.351256595,0.648743405
CP0083,371.9010646,371.9004933,371.9016268,63.4358,62.5132,67.5839,310279.5417,304225.1675,203497.9531,23,1,371.9248678,372,0.075132232,1.075132232
CP0523,371.9198984,371.9192667,371.919948,63.8987,62.0773,69.9022,12237501.11,11881884.47,7611119.5,292,1,371.9437028,372,0.056297176,1.056297176
CP2402,371.9863285,371.9860414,371.9868497,287.655,284.412,291.358,5908163.402,5908156.919,3255643.875,3255643,1,372.0101371,372,-0.010137136,0.989862864
CP2066,372.0618901,372.0615964,372.062132,258.923,257.07,261.24,605924.6463,605920.9396,260317.2969,260316,1,372.0857036,372,-0.085703579,0.914296421
CP8741,372.115931,372.115896,372.1159696,688.569,686.806,690.759,1537546.913,1537543.454,624554.125,624553,1,372.1397479,372,-0.139747925,0.860252075
CP3409,372.1353182,372.1353018,372.135334,454.958,453.569,455.883,86915.13078,86913.27958,56228.54297,56228,1,372.1591363,372,-0.15913634,0.84086366
CP2001,372.1846303,372.183813,372.1849215,251.052,246.885,254.293,1987384.157,1909761.357,1076928.281,41,1,372.2084517,372,-0.208451675,0.791548325
CP1847,372.1847761,372.1842304,372.1853438,241.79,237.621,246.422,3127110.014,2883881.812,1031626.938,17,1,372.2085974,372,-0.208597443,0.791402557
CP2658,372.1848183,372.1844189,372.1849146,316.855,313.615,320.1,1654557.248,1654551.226,473880.5313,473880,1,372.2086397,372,-0.208639671,0.791360329
CP2067,372.1924104,372.1923971,372.1924309,258.459,256.144,261.24,468360.3486,455452.6398,182459.3594,17,1,372.2162323,372,-0.216232254,0.783767746
CP1565,372.192423,372.1924073,372.1924951,225.106,224.179,226.962,128325.9536,128323.6345,94731.49219,94730,1,372.2162448,372,-0.216244799,0.783755201
CP6049,372.2171966,372.2171867,372.217212,617.656,616.386,619.349,428036.3821,425133.6177,297530.5,20,1,372.2410201,372,-0.241020066,0.758979934
CP3744,372.2205187,372.2203958,372.2206865,476.944,472.578,481.383,5897003.547,5885005.789,2028175,263,1,372.2443424,372,-0.244342356,0.755657644
CP6378,372.2537619,372.2536444,372.2539131,624.827,622.727,627.353,4927936.313,4927932.107,2345249.25,2345248,1,372.2775877,372,-0.27758771,0.72241229
CP5055,372.2538047,372.2536069,372.2539917,561.079,556.848,565.324,11617726.5,11439451.14,4570247,59,1,372.2776305,372,-0.277630479,0.722369521
CP5348,372.2979687,372.2977826,372.298125,580.669,578.967,582.823,2572399.443,2572396.016,1364795.375,1364794,1,372.3217973,372,-0.321797269,0.678202731
CP2313,372.8249169,372.8247372,372.8258064,282.555,281.165,283.483,61393.50399,61391.64959,52625.36328,52624,1,372.8487792,373,0.151220823,0.151220823
CP0449,372.8993844,372.8982124,372.9007569,63.8987,61.3726,69.9022,4036258.577,3797803.985,1959922.5,143,1,372.9232515,373,0.076748466,1.076748466
CP0302,372.9183687,372.9174922,372.9198282,63.8987,61.3726,70.3662,1241615.105,1187177.175,701210.8125,59,1,372.942237,373,0.057763001,1.057763001
CP0542,372.9187513,372.9187448,372.9187574,124.843,123.447,126.24,42520.21696,42517.88946,19844.69531,19844,1,372.9426196,373,0.057380389,1.057380389
CP2533,372.9704105,372.9695669,372.9706547,305.737,304.348,307.127,75465.89891,75463.58307,38556.81641,38556,1,372.9942821,373,0.005717865,1.005717865
CP2034,373.0592889,373.0592845,373.0593023,258.923,257.533,259.85,83335.65213,83333.79853,69062.70313,69062,1,373.0831663,373,-0.083166266,0.916833734
CP3782,373.1111164,373.1101268,373.1112281,483.236,480.921,485.073,351331.6419,351327.9513,128687.5781,128687,1,373.1349971,373,-0.134997084,0.865002916
CP2355,373.1112193,373.1111972,373.1112439,284.875,278.847,287.655,309178.6451,304791.0699,100763.8281,21,1,373.1350999,373,-0.135099905,0.864900095
CP5056,373.1160208,373.1155395,373.1166956,564.472,562.769,567.027,1705418.541,1704211.856,865319.375,249,1,373.1399018,373,-0.13990176,0.86009824
CP1452,373.1328244,373.132817,373.1328334,220.005,219.078,221.396,70244.18305,70242.32865,42294.93359,42294,1,373.1567064,373,-0.156706408,0.843293592
CP2215,373.1686185,373.16836,373.1689587,264.484,259.386,268.657,964432.4202,820495.3201,263239.9688,12,1,373.1925028,373,-0.192502832,0.807497168
CP1861,373.1686376,373.1683049,373.1688181,229.739,225.57,234.839,1923824.465,1710698.916,391220.5938,15,1,373.1925219,373,-0.192521877,0.807478123
CP2652,373.187973,373.1877151,373.1880522,317.318,314.539,319.637,317241.8208,317237.1863,107005.6016,107005,1,373.2118585,373,-0.211858523,0.788141477
CP5688,373.2374978,373.2364419,373.2388624,600.721,598.162,604.536,13792421.91,13742553.35,6214341,154,1,373.2613865,373,-0.261386503,0.738613497
CP5141,373.2378151,373.2377979,373.237848,569.585,568.312,573.417,513096.7367,507959.5195,259079.3438,15,1,373.2617039,373,-0.261703888,0.738296112
CP4983,373.2570514,373.2562257,373.2574503,561.504,557.929,565.324,2978302.442,2940674.506,1278611.125,35,1,373.2809414,373,-0.280941373,0.719058627
CP6363,373.2571054,373.2562168,373.2573298,624.827,623.568,627.774,1460609.09,1455946.736,833708.25,48,1,373.2809954,373,-0.280995374,0.719004626
CP5026,373.2572839,373.2572291,373.2573295,564.045,563.192,565.324,334466.2678,332098.8638,347720.1875,34,1,373.2811739,373,-0.281173869,0.718826131
CP6387,373.2742776,373.2735395,373.2757144,626.511,622.305,630.298,2608905.025,2531417.19,1014155.75,10,1,373.2981686,373,-0.298168643,0.701831357
CP7663,373.2951012,373.2950661,373.2951401,663.915,661.419,665.579,1610131.562,1610128.234,689957.25,689956,1,373.3189936,373,-0.318993648,0.681006352
CP7664,373.3103886,373.3102212,373.3113176,663.497,661.419,665.579,1772072.757,1772069.013,938528.0625,938527,1,373.334282,373,-0.334282016,0.665717984
CP0814,373.8966871,373.896599,373.8968364,63.8987,62.0773,68.511,8575368.409,8070561.648,3246495,118,1,373.920618,374,0.079381967,1.079381967
CP0217,373.9171275,373.9168403,373.9184365,63.8987,61.3726,71.7599,1883327.854,1810516.494,1148674.375,72,1,373.9410597,374,0.058940262,1.058940262
CP2415,373.9178642,373.9172553,373.9183669,291.358,290.431,292.751,53855.41969,53853.56369,35723.66797,35723,1,373.9417965,374,0.058203518,1.058203518
CP2045,374.0388393,374.0388339,374.0388518,258.923,257.533,260.314,130394.9894,130392.6719,90522.58594,90522,1,374.0627794,374,-0.062779355,0.937220645
CP5040,374.1135399,374.1133344,374.1138653,564.472,562.769,567.455,2000287.084,1993976.674,1081896.125,92,1,374.1374847,374,-0.137484703,0.862515297
CP1274,374.1638273,374.1637324,374.1641152,213.537,209.359,215.851,314747.5839,310553.0348,146087.9531,29,1,374.1877753,374,-0.187775348,0.812224652
CP1660,374.1718404,374.1713371,374.1724366,229.739,225.106,232.521,294603.6814,291799.6835,84700.10938,19,1,374.1957889,374,-0.195788919,0.804211081
CP3831,374.1822506,374.1822203,374.1822873,486.812,484.62,488.526,746116.1859,746112.7139,322633.6563,322633,1,374.2061998,374,-0.206199791,0.793800209
CP4629,374.1995678,374.1994135,374.2001973,538.245,535.152,542.159,3823385.087,3804946.665,1656250.875,83,1,374.2235181,374,-0.223518073,0.776481927
CP2356,374.1997869,374.1995006,374.200721,270.044,264.948,276.53,7071370.72,6547285.682,1278595.75,19,1,374.2237372,374,-0.223737179,0.776262821
CP1934,374.1998682,374.1995243,374.2006656,236.231,232.056,239.472,5986662.001,5627020.25,2481000,44,1,374.2238185,374,-0.22381855,0.77618145
CP2357,374.2003867,374.1994907,374.2007844,282.092,276.53,287.655,3277516.359,2794174.597,1247638.125,18,1,374.224337,374,-0.224337014,0.775662986
CP4602,374.2364457,374.2363725,374.236523,529.307,524.842,534.28,49850844.94,49643012.44,14104257,293,1,374.2603984,374,-0.260398352,0.739601648
CP5689,374.2408549,374.2401808,374.241937,600.721,598.589,604.112,3454732.489,3454727.815,1840989.75,1840989,1,374.2648079,374,-0.264807884,0.735192116
CP5760,374.269176,374.2690105,374.2696386,601.995,597.307,605.813,19770820.42,19227357.2,7171577,52,1,374.2931308,374,-0.293130806,0.706869194
CP5759,374.2692129,374.2689819,374.2696676,592.601,588.314,597.307,24641738.66,24094521.04,12918203.5,93,1,374.2931677,374,-0.293167707,0.706832293
CP5295,374.305922,374.3057502,374.3060388,574.273,566.6,581.52,9107537.963,9034150.849,1265660.75,38,1,374.3298792,374,-0.329879159,0.670120841
CP8171,374.3269045,374.3266789,374.3277941,681.118,679.819,682.427,371179.559,371177.3856,256305.7031,256305,1,374.350863,374,-0.350862954,0.649137046
CP0189,374.8945074,374.8936621,374.895897,63.8987,61.3726,71.2956,1404073.802,1311020.575,820514.4375,42,1,374.9185022,375,0.081497823,1.081497823
CP0218,374.9206209,374.9198025,374.9222724,63.8987,61.3726,68.511,580883.2837,572423.0511,219842.2656,30,1,374.9446174,375,0.055382603,1.055382603
CP6941,374.9459512,374.945944,374.9459611,646.959,645.716,647.787,1137780.645,1137778.988,1034970.375,1034969,1,374.9699493,375,0.030050743,1.030050743
CP2581,374.949936,374.9492451,374.9503422,310.835,308.982,312.688,162236.1107,162232.868,95398.20313,95397,1,374.9739344,375,0.026065628,1.026065628
CP2235,374.9861267,374.985845,374.9863025,273.287,270.97,276.068,523042.8787,523038.2442,202044.9844,202044,1,375.0101274,375,-0.01012735,0.98987265
CP1676,374.9982737,374.9982631,374.9982845,232.521,231.129,233.911,100195.7006,100193.3823,55386.625,55386,1,375.0222752,375,-0.02227517,0.97772483
CP2046,375.0364201,375.0364167,375.0364247,258.923,257.996,260.314,106653.2707,106651.4163,83960.42969,83959,1,375.0604239,375,-0.060423925,0.939576075
CP5041,375.1114578,375.1105252,375.111704,564.472,563.192,566.174,469819.9841,469817.4281,211822.1875,211821,1,375.1354665,375,-0.135466518,0.864533482
CP2163,375.1267955,375.1258419,375.1271726,265.875,262.629,270.97,742792.9447,634972.7484,264739.2188,12,1,375.1508051,375,-0.150805127,0.849194873
CP4737,375.1269329,375.1268935,375.1269719,545.625,544.759,546.934,190573.8636,190572.1236,156134.2188,156133,1,375.1509426,375,-0.150942596,0.849057404
CP5832,375.1318236,375.1312771,375.1323789,607.933,605.813,609.619,1196700.665,1193094.619,526747.0625,45,1,375.1558336,375,-0.15583359,0.84416641
CP1897,375.1479109,375.1476431,375.1487303,247.811,246.422,248.737,64863.04001,64861.18801,48752.57813,48752,1,375.1719219,375,-0.171921866,0.828078134
CP1150,375.1653222,375.1650667,375.1661838,205.646,204.719,207.039,69150.89241,69149.03641,51116.60547,51116,1,375.1893343,375,-0.189334308,0.810665692
CP2925,375.1781236,375.1776274,375.1783189,353.004,349.299,355.781,490613.4773,489553.1116,136167.5938,65,1,375.2021366,375,-0.202136559,0.797863441
CP8429,375.1781878,375.178135,375.1782083,684.17,680.683,688.13,3571176.488,3530927.667,1158951.25,26,1,375.2022008,375,-0.202200752,0.797799248
CP2068,375.1839259,375.1835989,375.1842401,237.621,232.984,242.253,6056743.311,5762227.078,2320875.5,103,1,375.2079393,375,-0.207939255,0.792060745
CP2460,375.1847251,375.1836543,375.185153,289.968,276.994,298.317,1443924.988,1133426.758,213825.8281,12,1,375.2087385,375,-0.208738505,0.791261495
CP1753,375.2034146,375.2028674,375.2037813,236.694,233.911,242.717,1883593.126,1745540.464,760069.5313,20,1,375.2274292,375,-0.227429185,0.772570815
CP4623,375.2034274,375.2028041,375.2037609,537.803,536.031,539.998,572949.3971,572945.8708,287583.2813,287582,1,375.2274419,375,-0.227441918,0.772558082
CP5505,375.2151815,375.214961,375.2152698,590.461,588.745,591.745,819840.9643,819838.3929,504033.4688,504032,1,375.2391968,375,-0.23919679,0.76080321
CP5735,375.2207102,375.2205685,375.220886,602.42,599.443,606.237,9835598.349,9835591.98,3666541,3666540,1,375.2447259,375,-0.244725896,0.755274104
CP4571,375.2395356,375.2392333,375.2402842,529.307,524.842,534.28,11402757.02,11392238.56,3989309.75,482,1,375.2635525,375,-0.263552471,0.736447529
CP5658,375.2447222,375.2447051,375.2447548,600.721,599.443,601.572,291914.1325,291912.4293,229671.8281,229671,1,375.2687394,375,-0.268739392,0.731260608
CP6629,375.2533601,375.2532342,375.2534056,631.979,628.194,636.166,51554739.07,51446159.49,19740074,210,1,375.2773779,375,-0.277377891,0.722622109
CP5565,375.272911,375.2725832,375.273099,592.601,589.603,596.452,5324622.421,5167534.869,2100794.75,17,1,375.29693,375,-0.296930003,0.703069997
CP5736,375.2729663,375.27281,375.2731273,601.995,597.307,606.237,4434739.449,4285383.978,1783087.875,23,1,375.2969853,375,-0.296985276,0.703014724
CP0441,375.9179553,375.9173618,375.918296,64.8168,61.3726,69.4389,3567631.689,3488995.449,2014847.375,165,1,375.9420156,376,0.057984411,1.057984411
CP2926,376.0980922,376.0971413,376.0983137,353.004,349.762,355.781,461793.7837,461788.2277,147968.1719,147967,1,376.122164,376,-0.122164024,0.877835976
CP5821,376.12975,376.1288685,376.1299874,607.933,606.237,609.198,839474.7756,834320.3773,458144.4375,29,1,376.1538238,376,-0.15382382,0.84617618
CP4067,376.1660837,376.1660702,376.1661098,505.705,503.866,507.549,181110.2895,181107.0669,99913.89063,99913,1,376.1901599,376,-0.190159877,0.809840123
CP1823,376.1878781,376.1868959,376.1884202,237.621,232.056,243.18,1027198.481,997939.6478,211148.3906,19,1,376.2119557,376,-0.211955688,0.788044312
CP4635,376.1978397,376.1977588,376.1979486,535.59,532.067,539.564,3872465.825,3872458.328,1502257.5,1502256,1,376.2219179,376,-0.221917865,0.778082135
CP1730,376.2075605,376.2066004,376.2077124,236.231,234.839,237.621,86847.4083,86320.80391,54016.31641,21,1,376.2316393,376,-0.231639285,0.768360715
CP4325,376.2152849,376.2149672,376.2155377,515.885,514.081,518.15,667869.1456,667865.5287,287507.75,287507,1,376.2393643,376,-0.23936426,0.76063574
CP2170,376.2153238,376.215248,376.2153733,257.07,249.664,261.24,32332012.77,31934646.74,7856117.5,117,1,376.2394031,376,-0.239403073,0.760596927
CP5420,376.2153519,376.2150325,376.2164649,584.073,581.946,586.602,3537098.796,3470877.02,1594941.75,32,1,376.2394313,376,-0.239431266,0.760568734
CP2171,376.2153581,376.2152637,376.2159371,245.032,240.863,249.664,12670780.95,12365002.2,5094178,75,1,376.2394375,376,-0.239437458,0.760562542
CP2172,376.2154305,376.2153011,376.2164568,265.875,261.24,269.582,2712129.113,2436789.269,932609.5625,13,1,376.2395098,376,-0.239509794,0.760490206
CP3710,376.2155601,376.2150128,376.2159741,474.831,471.188,478.215,4447066.962,4442740.913,1612570.938,307,1,376.2396395,376,-0.23963945,0.76036055
CP2540,376.2155976,376.2152862,376.2164,302.028,297.389,306.663,9128643.978,9036275.632,2952217.75,157,1,376.2396769,376,-0.239676917,0.760323083
CP3033,376.2156313,376.2152139,376.2164895,368.294,363.195,371.539,410771.388,409404.6321,138576.7656,55,1,376.2397107,376,-0.239710658,0.760289342
CP3268,376.2156362,376.2153652,376.2164736,426.244,423.46,429.023,256512.6155,256507.9797,95352.5625,95352,1,376.2397156,376,-0.23971558,0.76028442
CP2541,376.216067,376.2153197,376.2164333,293.215,289.505,297.389,7493852.375,7419067.566,2671299.25,142,1,376.2401464,376,-0.2401464,0.7598536
CP5707,376.2240018,376.2230032,376.2241531,602.42,599.87,604.536,1515884.798,1515880.556,742262.1875,742261,1,376.2480817,376,-0.248081708,0.751918292
CP2516,376.2241401,376.2241244,376.2241531,302.028,300.636,303.883,123161.0374,122503.6599,53090.69141,20,1,376.24822,376,-0.248219968,0.751780032
CP4563,376.2319063,376.2314711,376.2328712,529.307,526.152,534.28,2014741.635,2014733.507,573683.375,573682,1,376.2559867,376,-0.255986692,0.744013308
CP4522,376.242825,376.240573,376.2433613,529.766,526.59,532.067,743498.9008,743493.8802,286483.6563,286483,1,376.2669061,376,-0.266906054,0.733093946
CP5446,376.2485381,376.2482277,376.2493077,587.029,585.75,587.885,353376.9402,350218.6695,292360.9063,14,1,376.2726196,376,-0.272619594,0.727380406
CP5168,376.2515885,376.2513758,376.2526482,568.312,560.653,572.562,24665110.98,24452351.64,4940775,51,1,376.2756701,376,-0.275670142,0.724329858
CP5296,376.2519054,376.2514279,376.252493,575.984,572.562,579.391,25356531.94,24562707.61,15509096.5,33,1,376.2759871,376,-0.275987083,0.724012917
CP6579,376.2568508,376.2564299,376.2570107,631.979,628.614,636.166,12963593.22,12875941.17,5094377,82,1,376.2809327,376,-0.280932736,0.719067264
CP5543,376.2764179,376.2756421,376.2767577,592.601,591.318,593.885,381576.4212,381574.282,235854.9844,235854,1,376.3005011,376,-0.300501146,0.699498854
CP5630,376.2853585,376.2850165,376.2855592,598.162,595.167,600.295,2371028.386,2323251.115,856952.5625,21,1,376.3094423,376,-0.309442294,0.690557706
CP0219,376.8711001,376.8700619,376.8726274,63.8987,61.3726,68.9751,651416.3073,603105.1261,215072.3438,15,1,376.8952214,377,0.104778561,0.104778561
CP0035,376.8920739,376.8919839,376.8933988,62.9753,61.3726,64.3591,124330.1853,124327.6965,87799.00781,87798,1,376.9161966,377,0.083803428,1.083803428
